Prediction,Target,log,Final
"public class A { @ Override public void visit ( String key , Object value ) { log . debug ( ""Load annotation attribute {} = {} ({})"" , name , value , value . getClass ( ) . getName ( ) ) ; if ( ""ordinal"" . equals ( name ) ) { extensionInfo . ordinal = Integer . parseInt ( value . toString ( ) ) ; } else if ( ""plugins"" . equals ( name ) ) { if ( value instanceof String ) { log . debug ( ""Found plugins {}"" , Arrays . toString ( ( String ) value ) ) ; extensionInfo . plugins . add ( ( String ) value ) ; } else if ( value instanceof String [ ] ) { log . debug ( ""Found plugins {}"" , Arrays . toString ( ( String [ ] ) value ) ) ; extensionInfo . plugins . addAll ( Arrays . asList ( ( String [ ] ) value ) ) ; } else { log . debug ( ""Found plugin {}"" , value . toString ( ) ) ; extensionInfo . plugins . add ( value . toString ( ) ) ; } } else { String pointClassName = ( ( Type ) value ) . getClassName ( ) ; log . debug ( ""Found point "" + pointClassName ) ; extensionInfo . points . add ( pointClassName ) ; } super . visit ( key , value ) ; } }","public class A { @ Override public void visit ( String key , Object value ) { log . debug ( ""Load annotation attribute {} = {} ({})"" , name , value , value . getClass ( ) . getName ( ) ) ; if ( ""ordinal"" . equals ( name ) ) { extensionInfo . ordinal = Integer . parseInt ( value . toString ( ) ) ; } else if ( ""plugins"" . equals ( name ) ) { if ( value instanceof String ) { log . debug ( ""Found plugin {}"" , value ) ; extensionInfo . plugins . add ( ( String ) value ) ; } else if ( value instanceof String [ ] ) { log . debug ( ""Found plugins {}"" , Arrays . toString ( ( String [ ] ) value ) ) ; extensionInfo . plugins . addAll ( Arrays . asList ( ( String [ ] ) value ) ) ; } else { log . debug ( ""Found plugin {}"" , value . toString ( ) ) ; extensionInfo . plugins . add ( value . toString ( ) ) ; } } else { String pointClassName = ( ( Type ) value ) . getClassName ( ) ; log . debug ( ""Found point "" + pointClassName ) ; extensionInfo . points . add ( pointClassName ) ; } super . visit ( key , value ) ; } }","log . debug ( ""Found plugin {}"" , value ) ;",Same Information
"public class A { @ POST @ Path ( ""/transfers/reply"" ) @ Consumes ( MediaType . APPLICATION_XML ) @ Produces ( MediaType . APPLICATION_JSON ) @ Secured ( permission = TRANSFERS_REPLY , description = ""Start transfer reply workflow."" ) public Response transferReply ( InputStream transferReply ) { try ( AccessInternalClient client = accessInternalClientFactory . getClient ( ) ) { return client . startTransferReplyWorkflow ( transferReply ) . toResponse ( ) ; } catch ( Exception e ) { logger . error ( ""Exception during startTransferReplyWorkflow"" , e ) ; return Response . status ( Status . INTERNAL_SERVER_ERROR ) . entity ( getErrorEntity ( Status . INTERNAL_SERVER_ERROR , e . getLocalizedMessage ( ) ) ) . build ( ) ; } } }","public class A { @ POST @ Path ( ""/transfers/reply"" ) @ Consumes ( MediaType . APPLICATION_XML ) @ Produces ( MediaType . APPLICATION_JSON ) @ Secured ( permission = TRANSFERS_REPLY , description = ""Start transfer reply workflow."" ) public Response transferReply ( InputStream transferReply ) { try ( AccessInternalClient client = accessInternalClientFactory . getClient ( ) ) { return client . startTransferReplyWorkflow ( transferReply ) . toResponse ( ) ; } catch ( Exception e ) { LOGGER . error ( e ) ; return Response . status ( Status . INTERNAL_SERVER_ERROR ) . entity ( getErrorEntity ( Status . INTERNAL_SERVER_ERROR , e . getLocalizedMessage ( ) ) ) . build ( ) ; } } }",LOGGER . error ( e ) ;,Same Information
"public class A { @ Override public void handleCommand ( ChannelUID channelUID , Command command ) { Group group = this . group ; if ( group == null ) { return ; } if ( command instanceof RefreshType ) { logger . debug ( ""Refresh type is a read-only channel"" ) ; } else { if ( channelUID . getId ( ) . equals ( CBusBindingConstants . CHANNEL_VALUE ) ) { logger . debug ( ""Channel Value command for {}: {}"" , channelUID , command ) ; try { if ( command instanceof DecimalType ) { group . TriggerEvent ( ( ( DecimalType ) command ) . intValue ( ) ) ; } } catch ( CGateException e ) { logger . debug ( ""Failed to send trigger command {} to {}"" , command , group , e ) ; updateStatus ( ThingStatus . OFFLINE , ThingStatusDetail . COMMUNICATION_ERROR , ""Communication Error"" ) ; } } } } }","public class A { @ Override public void handleCommand ( ChannelUID channelUID , Command command ) { Group group = this . group ; if ( group == null ) { return ; } if ( command instanceof RefreshType ) { logger . debug ( ""Refresh for Trigger group not implemented"" ) ; } else { if ( channelUID . getId ( ) . equals ( CBusBindingConstants . CHANNEL_VALUE ) ) { logger . debug ( ""Channel Value command for {}: {}"" , channelUID , command ) ; try { if ( command instanceof DecimalType ) { group . TriggerEvent ( ( ( DecimalType ) command ) . intValue ( ) ) ; } } catch ( CGateException e ) { logger . debug ( ""Failed to send trigger command {} to {}"" , command , group , e ) ; updateStatus ( ThingStatus . OFFLINE , ThingStatusDetail . COMMUNICATION_ERROR , ""Communication Error"" ) ; } } } } }","logger . debug ( ""Refresh for Trigger group not implemented"" ) ;",Meaningful
"public class A { static void verifyCertificateSigningRequest ( CertificateSigningRequestDTO request , String requesterCN , CAProperties caProperties ) { if ( request == null ) { logger . error ( ""CertificateSigningRequest cannot be null"" ) ; throw new InvalidParameterException ( ""CertificateSigningRequest cannot be null"" ) ; } if ( Utilities . isEmpty ( request . getEncodedCSR ( ) ) ) { logger . error ( ""CertificateSigningRequest cannot be empty"" ) ; throw new InvalidParameterException ( ""CertificateSigningRequest cannot be empty"" ) ; } if ( Utilities . isEmpty ( requesterCN ) ) { logger . error ( ""CertificateSigningRequest requester common name cannot be empty"" ) ; throw new InvalidParameterException ( ""CertificateSigningRequest requester common name cannot be empty"" ) ; } if ( caProperties == null ) { logger . error ( ""CertificateSigningRequest requesterCaProperties cannot be empty"" ) ; throw new InvalidParameterException ( ""CaProperties cannot be empty"" ) ; } final ZonedDateTime now = ZonedDateTime . now ( ) ; final ZonedDateTime validBefore = Utilities . parseUTCStringToLocalZonedDateTime ( request . getValidBefore ( ) ) ; if ( validBefore != null ) { final ZonedDateTime validBeforeLimit = getValidBeforeLimit ( now , caProperties ) ; if ( validBefore . compareTo ( validBeforeLimit ) > 0 ) { final String msg = ""Validity range parameter exceeds maximum validity range: validBefore (limit: "" + validBeforeLimit + "", got: "" + validBefore + "")"" ; logger . error ( msg ) ; throw new InvalidParameterException ( msg ) ; } } final ZonedDateTime validAfter = Utilities . parseUTCStringToLocalZonedDateTime ( request . getValidAfter ( ) ) ; if ( validAfter != null ) { final ZonedDateTime validAfterLimit = getValidAfterLimit ( now , caProperties ) ; if ( validAfter . compareTo ( validAfterLimit ) < 0 ) { final String msg = ""Validity range parameter exceeds maximum validity range: validAfter (limit: "" + validAfterLimit + "", got: "" + validAfter + "")"" ; logger . error ( msg ) ; throw new InvalidParameterException ( msg ) ; } } } }","public class A { static void verifyCertificateSigningRequest ( CertificateSigningRequestDTO request , String requesterCN , CAProperties caProperties ) { if ( request == null ) { logger . error ( ""CertificateSigningRequest cannot be null"" ) ; throw new InvalidParameterException ( ""CertificateSigningRequest cannot be null"" ) ; } if ( Utilities . isEmpty ( request . getEncodedCSR ( ) ) ) { logger . error ( ""CertificateSigningRequest cannot be empty"" ) ; throw new InvalidParameterException ( ""CertificateSigningRequest cannot be empty"" ) ; } if ( Utilities . isEmpty ( requesterCN ) ) { logger . error ( ""CertificateSigningRequest requester common name cannot be empty"" ) ; throw new InvalidParameterException ( ""CertificateSigningRequest requester common name cannot be empty"" ) ; } if ( caProperties == null ) { logger . error ( ""CaProperties cannot be empty"" ) ; throw new InvalidParameterException ( ""CaProperties cannot be empty"" ) ; } final ZonedDateTime now = ZonedDateTime . now ( ) ; final ZonedDateTime validBefore = Utilities . parseUTCStringToLocalZonedDateTime ( request . getValidBefore ( ) ) ; if ( validBefore != null ) { final ZonedDateTime validBeforeLimit = getValidBeforeLimit ( now , caProperties ) ; if ( validBefore . compareTo ( validBeforeLimit ) > 0 ) { final String msg = ""Validity range parameter exceeds maximum validity range: validBefore (limit: "" + validBeforeLimit + "", got: "" + validBefore + "")"" ; logger . error ( msg ) ; throw new InvalidParameterException ( msg ) ; } } final ZonedDateTime validAfter = Utilities . parseUTCStringToLocalZonedDateTime ( request . getValidAfter ( ) ) ; if ( validAfter != null ) { final ZonedDateTime validAfterLimit = getValidAfterLimit ( now , caProperties ) ; if ( validAfter . compareTo ( validAfterLimit ) < 0 ) { final String msg = ""Validity range parameter exceeds maximum validity range: validAfter (limit: "" + validAfterLimit + "", got: "" + validAfter + "")"" ; logger . error ( msg ) ; throw new InvalidParameterException ( msg ) ; } } } }","logger . error ( ""CaProperties cannot be empty"" ) ;",Meaningful
"public class A { private void logDebug ( OAuth2TokenResponse response ) { if ( ! LOGGER . isDebugEnabled ( ) ) { return ; } try { DecodedJwt decodedJwt = response . getDecodedAccessToken ( ) ; LOGGER . debug ( ""DecodedJwt: {}"" , decodedJwt ) ; } catch ( IllegalArgumentException e ) { LOGGER . debug ( ""Access token can not be logged. {}"" , e . getMessage ( ) ) ; } } }","public class A { private void logDebug ( OAuth2TokenResponse response ) { if ( ! LOGGER . isDebugEnabled ( ) ) { return ; } try { DecodedJwt decodedJwt = response . getDecodedAccessToken ( ) ; LOGGER . debug ( ""Access token: {}"" , decodedJwt ) ; } catch ( IllegalArgumentException e ) { LOGGER . debug ( ""Access token can not be logged. {}"" , e . getMessage ( ) ) ; } } }","LOGGER . debug ( ""Access token: {}"" , decodedJwt ) ;",Meaningful
"public class A { void setRedundancyZone ( InternalDistributedMember member , String redundancyZone ) { if ( redundancyZone != null && ! redundancyZone . equals ( """" ) ) { redundancyZones . put ( member , redundancyZone ) ; } if ( member != getDistributionManagerId ( ) ) { String relationship = areInSameZone ( getDistributionManagerId ( ) , member ) ? """" : ""not "" ; log . info ( ""Setting Redundancy zone to {} by user {}"" , member , redundancyZone ) ; } } }","public class A { void setRedundancyZone ( InternalDistributedMember member , String redundancyZone ) { if ( redundancyZone != null && ! redundancyZone . equals ( """" ) ) { redundancyZones . put ( member , redundancyZone ) ; } if ( member != getDistributionManagerId ( ) ) { String relationship = areInSameZone ( getDistributionManagerId ( ) , member ) ? """" : ""not "" ; logger . info ( ""Member {} is {}equivalent or in the same redundancy zone."" , member , relationship ) ; } } }","logger . info ( ""Member {} is {}equivalent or in the same redundancy zone."" , member , relationship ) ;",Meaningful
"public class A { private void createStreamingServer ( WPSCapabilitiesType capabilities , ComponentsFactory factory ) { ProcessOfferings offerings = capabilities . getProcessOfferings ( ) ; if ( offerings != null ) { Set < String > processNames = New . set ( ) ; for ( ProcessBriefType briefType : offerings . getProcess ( ) ) { processNames . add ( briefType . getIdentifier ( ) . getValue ( ) ) ; } boolean serverHasStreaming = processNames . contains ( StreamingConstants . SUBSCRIBE_PROCESS ) && processNames . contains ( StreamingConstants . UNSUBSCRIBE_PROCESS ) ; if ( serverHasStreaming ) { myServer = new WPSStreamingServer ( factory ) ; ServerProvider < StreamingServer > provider = myProviderRegistry . getProvider ( StreamingServer . class ) ; if ( provider instanceof ModifiableServerProvider ) { ( ( ModifiableServerProvider < StreamingServer > ) provider ) . addServer ( myServer ) ; } else { LOGGER . warn ( ""Cannot add StreamingServer to {}"" , myServer . getIdentifier ( ) . getValue ( ) ) ; } } } } }","public class A { private void createStreamingServer ( WPSCapabilitiesType capabilities , ComponentsFactory factory ) { ProcessOfferings offerings = capabilities . getProcessOfferings ( ) ; if ( offerings != null ) { Set < String > processNames = New . set ( ) ; for ( ProcessBriefType briefType : offerings . getProcess ( ) ) { processNames . add ( briefType . getIdentifier ( ) . getValue ( ) ) ; } boolean serverHasStreaming = processNames . contains ( StreamingConstants . SUBSCRIBE_PROCESS ) && processNames . contains ( StreamingConstants . UNSUBSCRIBE_PROCESS ) ; if ( serverHasStreaming ) { myServer = new WPSStreamingServer ( factory ) ; ServerProvider < StreamingServer > provider = myProviderRegistry . getProvider ( StreamingServer . class ) ; if ( provider instanceof ModifiableServerProvider ) { ( ( ModifiableServerProvider < StreamingServer > ) provider ) . addServer ( myServer ) ; } else { LOGGER . warn ( ""Could not find a streaming server provider."" ) ; } } } } }","LOGGER . warn ( ""Could not find a streaming server provider."" ) ;",Meaningful
"public class A { protected void writeCommand ( byte [ ] message ) throws SonyProjectorException { logger . debug ( ""writeCommand called with simu {}"" , simu ) ; if ( simu ) { return ; } OutputStream dataOut = this . dataOut ; if ( dataOut == null ) { throw new SonyProjectorException ( ""writeCommand failed: output stream is null"" ) ; } try { dataOut . write ( message ) ; dataOut . flush ( ) ; } catch ( IOException e ) { logger . debug ( ""writeCommand failed: {}"" , e . getMessage ( ) ) ; throw new SonyProjectorException ( ""writeCommand failed: "" + e . getMessage ( ) ) ; } } }","public class A { protected void writeCommand ( byte [ ] message ) throws SonyProjectorException { logger . debug ( ""writeCommand: {}"" , HexUtils . bytesToHex ( message ) ) ; if ( simu ) { return ; } OutputStream dataOut = this . dataOut ; if ( dataOut == null ) { throw new SonyProjectorException ( ""writeCommand failed: output stream is null"" ) ; } try { dataOut . write ( message ) ; dataOut . flush ( ) ; } catch ( IOException e ) { logger . debug ( ""writeCommand failed: {}"" , e . getMessage ( ) ) ; throw new SonyProjectorException ( ""writeCommand failed: "" + e . getMessage ( ) ) ; } } }","logger . debug ( ""writeCommand: {}"" , HexUtils . bytesToHex ( message ) ) ;",Meaningful
"public class A { public void configure ( final Configuration config ) throws ConfigurationException { try { setServerConfig ( config ) ; setAttachmentDir ( config ) ; setJWSDir ( config ) ; setSecurityProvider ( config ) ; setTransportName ( config ) ; setManagedServices ( config ) ; if ( getLogger ( ) . isDebugEnabled ( ) ) { getLogger ( ) . debug ( ""Using configuration: "" + config . getConfigurationFile ( ) ) ; } } catch ( final Exception e ) { throw new ConfigurationException ( ""Error during configuration"" , e ) ; } } }","public class A { public void configure ( final Configuration config ) throws ConfigurationException { try { setServerConfig ( config ) ; setAttachmentDir ( config ) ; setJWSDir ( config ) ; setSecurityProvider ( config ) ; setTransportName ( config ) ; setManagedServices ( config ) ; if ( getLogger ( ) . isDebugEnabled ( ) ) { getLogger ( ) . debug ( ""SoapServerImpl.configure() complete"" ) ; } } catch ( final Exception e ) { throw new ConfigurationException ( ""Error during configuration"" , e ) ; } } }","getLogger ( ) . debug ( ""SoapServerImpl.configure() complete"" ) ;",Meaningful
"public class A { @ Override public boolean validate ( JSONObject message ) { LOG . debug ( ""Grok parser validating message: {}"" , message ) ; Object timestampObject = message . get ( Constants . Fields . TIMESTAMP . getName ( ) ) ; if ( timestampObject instanceof Long ) { Long timestamp = ( Long ) timestampObject ; if ( timestamp > 0 ) { LOG . debug ( ""Received timestamp to be {}"" , timestamp ) ; return true ; } } LOG . debug ( ""Grok parser did not validate message: {}"" , message ) ; return false ; } }","public class A { @ Override public boolean validate ( JSONObject message ) { LOG . debug ( ""Grok parser validating message: {}"" , message ) ; Object timestampObject = message . get ( Constants . Fields . TIMESTAMP . getName ( ) ) ; if ( timestampObject instanceof Long ) { Long timestamp = ( Long ) timestampObject ; if ( timestamp > 0 ) { LOG . debug ( ""Grok parser validated message: {}"" , message ) ; return true ; } } LOG . debug ( ""Grok parser did not validate message: {}"" , message ) ; return false ; } }","LOG . debug ( ""Grok parser validated message: {}"" , message ) ;",Meaningful
"public class A { public void service ( HttpServletRequest req , HttpServletResponse res ) throws Exception { boolean debug = log . isDebugEnabled ( ) ; try { req . setCharacterEncoding ( ""UTF-8"" ) ; } catch ( UnsupportedEncodingException e ) { log . error ( ""Encoding not supported"" , e ) ; } String portalPath = req . getRequestURI ( ) . substring ( req . getContextPath ( ) . length ( ) ) ; Router router = routerRef . get ( ) ; if ( router != null ) { Iterator < Map < QualifiedName , String > > matcher = router . matcher ( portalPath , req . getParameterMap ( ) ) ; boolean started = false ; boolean processed = false ; try { while ( matcher . hasNext ( ) && ! processed ) { Map < QualifiedName , String > parameters = matcher . next ( ) ; String handlerKey = parameters . get ( HANDLER_PARAM ) ; if ( handlerKey != null ) { WebRequestHandler handler = handlers . get ( handlerKey ) ; if ( handler != null ) { if ( debug ) { log . debug ( ""Serving request path="" + portalPath + "", parameters="" + parameters + "" with handler "" + handler ) ; } if ( ! started && handler . getRequiresLifeCycle ( ) ) { if ( debug ) { log . debug ( ""Serving request path="" + portalPath + "", in max. Waiting for "" + handler . getRequiresLifeCycle ( ) + "" elements"" ) ; } RequestLifeCycle . begin ( ExoContainerContext . getCurrentContainer ( ) ) ; started = true ; } processed = handler . execute ( new ControllerContext ( this , router , req , res , parameters ) ) ; } else { if ( debug ) { log . debug ( ""No handler "" + handlerKey + "" for request path="" + portalPath + "", parameters="" + parameters ) ; } } } } } finally { if ( started ) { if ( debug ) { log . debug ( ""Finishing RequestLifeCycle for current request"" ) ; } RequestLifeCycle . end ( ) ; } } if ( ! processed ) { log . error ( ""Could not associate the request path="" + portalPath + "" with an handler"" ) ; res . sendError ( HttpServletResponse . SC_NOT_FOUND ) ; } } else { log . error ( ""Missing valid router configuration "" + configurationPathRef . get ( ) ) ; res . sendError ( HttpServletResponse . SC_INTERNAL_SERVER_ERROR ) ; } } }","public class A { public void service ( HttpServletRequest req , HttpServletResponse res ) throws Exception { boolean debug = log . isDebugEnabled ( ) ; try { req . setCharacterEncoding ( ""UTF-8"" ) ; } catch ( UnsupportedEncodingException e ) { log . error ( ""Encoding not supported"" , e ) ; } String portalPath = req . getRequestURI ( ) . substring ( req . getContextPath ( ) . length ( ) ) ; Router router = routerRef . get ( ) ; if ( router != null ) { Iterator < Map < QualifiedName , String > > matcher = router . matcher ( portalPath , req . getParameterMap ( ) ) ; boolean started = false ; boolean processed = false ; try { while ( matcher . hasNext ( ) && ! processed ) { Map < QualifiedName , String > parameters = matcher . next ( ) ; String handlerKey = parameters . get ( HANDLER_PARAM ) ; if ( handlerKey != null ) { WebRequestHandler handler = handlers . get ( handlerKey ) ; if ( handler != null ) { if ( debug ) { log . debug ( ""Serving request path="" + portalPath + "", parameters="" + parameters + "" with handler "" + handler ) ; } if ( ! started && handler . getRequiresLifeCycle ( ) ) { if ( debug ) { log . debug ( ""Starting RequestLifeCycle for handler "" + handler ) ; } RequestLifeCycle . begin ( ExoContainerContext . getCurrentContainer ( ) ) ; started = true ; } processed = handler . execute ( new ControllerContext ( this , router , req , res , parameters ) ) ; } else { if ( debug ) { log . debug ( ""No handler "" + handlerKey + "" for request path="" + portalPath + "", parameters="" + parameters ) ; } } } } } finally { if ( started ) { if ( debug ) { log . debug ( ""Finishing RequestLifeCycle for current request"" ) ; } RequestLifeCycle . end ( ) ; } } if ( ! processed ) { log . error ( ""Could not associate the request path="" + portalPath + "" with an handler"" ) ; res . sendError ( HttpServletResponse . SC_NOT_FOUND ) ; } } else { log . error ( ""Missing valid router configuration "" + configurationPathRef . get ( ) ) ; res . sendError ( HttpServletResponse . SC_INTERNAL_SERVER_ERROR ) ; } } }","log . debug ( ""Starting RequestLifeCycle for handler "" + handler ) ;",Meaningful
"public class A { @ SuppressWarnings ( ""null"" ) @ RuleAction ( label = ""send a raw command"" , description = ""Send a raw command to the receiver."" ) public void sendRawCommand ( @ ActionInput ( name = ""command"" ) @ Nullable String command , @ ActionInput ( name = ""command"" ) @ Nullable String value ) { logger . debug ( ""sendRawCommand called with raw command: {} value: {}"" , command , value ) ; if ( handler == null ) { logger . warn ( ""No handler available to handle command."" ) ; return ; } handler . sendRawCommand ( command , value ) ; } }","public class A { @ SuppressWarnings ( ""null"" ) @ RuleAction ( label = ""send a raw command"" , description = ""Send a raw command to the receiver."" ) public void sendRawCommand ( @ ActionInput ( name = ""command"" ) @ Nullable String command , @ ActionInput ( name = ""command"" ) @ Nullable String value ) { logger . debug ( ""sendRawCommand called with raw command: {} value: {}"" , command , value ) ; if ( handler == null ) { logger . warn ( ""Onkyo Action service ThingHandler is null!"" ) ; return ; } handler . sendRawCommand ( command , value ) ; } }","logger . warn ( ""Onkyo Action service ThingHandler is null!"" ) ;",Meaningful
"public class A { private void validateInMemoryResultSet ( InMemoryQueryResult result ) { int size = result . getRows ( ) . size ( ) ; for ( int i = 0 ; i < size ; i ++ ) { logger . info ( ""Input result: {}"" , i ) ; } Assert . assertEquals ( size , 2 , ""Wrong result"" ) ; Assert . assertEquals ( result . getRows ( ) . get ( 0 ) . getValues ( ) . get ( 0 ) , 2 , ""Wrong result"" ) ; Assert . assertEquals ( result . getRows ( ) . get ( 0 ) . getValues ( ) . get ( 1 ) , ""second"" , ""Wrong result"" ) ; Assert . assertEquals ( result . getRows ( ) . get ( 1 ) . getValues ( ) . get ( 0 ) , 3 , ""Wrong result"" ) ; Assert . assertEquals ( result . getRows ( ) . get ( 1 ) . getValues ( ) . get ( 1 ) , ""third"" , ""Wrong result"" ) ; } }","public class A { private void validateInMemoryResultSet ( InMemoryQueryResult result ) { int size = result . getRows ( ) . size ( ) ; for ( int i = 0 ; i < size ; i ++ ) { logger . info ( result . getRows ( ) . get ( i ) . getValues ( ) . get ( 0 ) + "" "" + result . getRows ( ) . get ( i ) . getValues ( ) . get ( 1 ) ) ; } Assert . assertEquals ( size , 2 , ""Wrong result"" ) ; Assert . assertEquals ( result . getRows ( ) . get ( 0 ) . getValues ( ) . get ( 0 ) , 2 , ""Wrong result"" ) ; Assert . assertEquals ( result . getRows ( ) . get ( 0 ) . getValues ( ) . get ( 1 ) , ""second"" , ""Wrong result"" ) ; Assert . assertEquals ( result . getRows ( ) . get ( 1 ) . getValues ( ) . get ( 0 ) , 3 , ""Wrong result"" ) ; Assert . assertEquals ( result . getRows ( ) . get ( 1 ) . getValues ( ) . get ( 1 ) , ""third"" , ""Wrong result"" ) ; } }","logger . info ( result . getRows ( ) . get ( i ) . getValues ( ) . get ( 0 ) + "" "" + result . getRows ( ) . get ( i ) . getValues ( ) . get ( 1 ) ) ;",Meaningful
